PRODUCT,PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,BUYER PAY INDEX (COMMODITY REFERENCE PRICE),CFTC REPORTABLE LEVEL,PAIRED SWAP BASIS,POSITION TYPE INDICATOR,SECTION 20.2 COVERED FUTURES CONTRACT,SELLER PAY INDEX (COMMODITY REFERENCE PRICE)
ANR SE (Louisiana) Physical Gas Daily Monthly,1831,XTD,XTD,,,OTC Natural Gas,ANRSE MOPhysGas,NGX,IEPA,,,,,,
NNG Ventura Physical Fixed Price Spot,1822,XTG,XTG,,,OTC Natural Gas,Ven SP Phys Gas,NGX,IEPA,,,,,,
NNG Ventura Physical Fixed Price Monthly,1820,XTH,XTH,,,OTC Natural Gas,Ven MO Phys Gas,NGX,IEPA,,,,,,
NNG Ventura Physical Gas Daily Spot,1825,XTI,XTI,,,OTC Natural Gas,Ven SP Phys Gas,NGX,IEPA,,,,,,
NNG Ventura Physical Gas Daily Monthly,1823,XTJ,XTJ,,,OTC Natural Gas,Ven MO Phys Gas,NGX,IEPA,,,,,,
TETCO STX Physical Fixed Price Spot,1941,XTR,XTR,,,OTC Natural Gas,STX SP PhysGas,NGX,IEPA,,,,,,
TETCO STX Physical Fixed Price Monthly,1943,XTS,XTS,,,OTC Natural Gas,STX MO PhysGas,NGX,IEPA,,,,,,
TETCO STX Physical Gas Daily Spot,1938,XTT,XTT,,,OTC Natural Gas,STX SP PhysGas,NGX,IEPA,,,,,,
TETCO STX Physical Gas Daily Monthly,1940,XTU,XTU,,,OTC Natural Gas,STX MO PhysGas,NGX,IEPA,,,,,,
TETCO ELA Physical Fixed Price Spot,1949,XTX,XTX,,,OTC Natural Gas,ELA SP PhysGas,NGX,IEPA,,,,,,
TETCO ELA Physical Fixed Price Monthly,1951,XTY,XTY,,,OTC Natural Gas,ELA MO PhysGas,NGX,IEPA,,,,,,
NBPL Ventura Physical Fixed Price Spot,2372,XTZ,XTZ,,,OTC Natural Gas,NVen SP PhysGas,NGX,IEPA,,,,,,
TETCO ELA Physical Gas Daily Spot,1946,XUA,XUA,,,OTC Natural Gas,ELA SP PhysGas,NGX,IEPA,,,,,,
TETCO ELA Physical Gas Daily Monthly,1948,XUB,XUB,,,OTC Natural Gas,ELA MO PhysGas,NGX,IEPA,,,,,,
NBPL Ventura Physical Fixed Price Monthly,2370,XUW,XUW,,,OTC Natural Gas,NVen MO PhysGas,NGX,IEPA,,,,,,
NBPL Ventura Physical Gas Daily Spot,2375,XUX,XUX,,,OTC Natural Gas,NVen SP PhysGas,NGX,IEPA,,,,,,
NBPL Ventura Physical Gas Daily Monthly,2373,XUY,XUY,,,OTC Natural Gas,NVen MO PhysGas,NGX,IEPA,,,,,,
Transco Station 85 (Zone 4) Physical Fixed Price Spot,2135,XVA,XVA,,,OTC Natural Gas,T85 SP Phys Gas,NGX,IEPA,,,,,,
Transco Station 85 (Zone 4) Physical Fixed Price Monthly,2133,XVB,XVB,,,OTC Natural Gas,T85 MO Phys Gas,NGX,IEPA,,,,,,
Transco Station 85 (Zone 4) Physical Gas Daily Spot,2138,XVC,XVC,,,OTC Natural Gas,T85 SP Phys Gas,NGX,IEPA,,,,,,
Transco Station 85 (Zone 4) Physical Gas Daily Monthly,2136,XVD,XVD,,,OTC Natural Gas,T85 MO Phys Gas,NGX,IEPA,,,,,,
EP SJ Blanco Pool Physical Fixed Price Spot,2127,XVG,XVG,,,OTC Natural Gas,EP-SJ SPPhy Gas,NGX,IEPA,,,,,,
EP SJ Blanco Pool Physical Fixed Price Monthly,2125,XVH,XVH,,,OTC Natural Gas,EP-SJ MOPhy Gas,NGX,IEPA,,,,,,
EP SJ Blanco Pool Physical Gas Daily Spot,2130,XVI,XVI,,,OTC Natural Gas,EP-SJ SPPhy Gas,NGX,IEPA,,,,,,
EP SJ Blanco Pool Physical Gas Daily Monthly,2128,XVJ,XVJ,,,OTC Natural Gas,EP-SJ MOPhy Gas,NGX,IEPA,,,,,,
TETCO WLA Physical Fixed Price Spot,2119,XVM,XVM,,,OTC Natural Gas,T-WLA SPPhy Gas,NGX,IEPA,,,,,,
TETCO WLA Physical Fixed Price Monthly,2117,XVN,XVN,,,OTC Natural Gas,T-WLA MOPhy Gas,NGX,IEPA,,,,,,
TETCO WLA Physical Gas Daily Spot,2122,XVO,XVO,,,OTC Natural Gas,T-WLA SPPhy Gas,NGX,IEPA,,,,,,
TETCO WLA Physical Gas Daily Monthly,2120,XVP,XVP,,,OTC Natural Gas,T-WLA MOPhy Gas,NGX,IEPA,,,,,,
NGPL STX Physical Fixed Price Spot,2287,XVS,XVS,,,OTC Natural Gas,NSTX SP PhysGas,NGX,IEPA,,,,,,
NGPL STX Physical Fixed Price Monthly,2285,XVT,XVT,,,OTC Natural Gas,NSTX MO PhysGas,NGX,IEPA,,,,,,
NGPL STX Physical Gas Daily Spot,2290,XVU,XVU,,,OTC Natural Gas,NSTX SP PhysGas,NGX,IEPA,,,,,,
NGPL STX Physical Gas Daily Monthly,2288,XVV,XVV,,,OTC Natural Gas,NSTX MO PhysGas,NGX,IEPA,,,,,,
TGT Zone SL (FT) Physical Fixed Price Spot,2295,XVY,XVY,,,OTC Natural Gas,TGTSL SPPhysGas,NGX,IEPA,,,,,,
TGT Zone SL (FT) Physical Fixed Price Monthly,2293,XVZ,XVZ,,,OTC Natural Gas,TGTSL MOPhysGas,NGX,IEPA,,,,,,
TGT Zone SL (FT) Physical Gas Daily Spot,2298,XWA,XWA,,,OTC Natural Gas,TGTSL SPPhysGas,NGX,IEPA,,,,,,
TGT Zone SL (FT) Physical Gas Daily Monthly,2296,XWB,XWB,,,OTC Natural Gas,TGTSL MOPhysGas,NGX,IEPA,,,,,,
TGT Zone 1 (FT) Physical Fixed Price Spot,2303,XWE,XWE,,,OTC Natural Gas,TGTZ1 SPPhysGas,NGX,IEPA,,,,,,
TGT Zone 1 (FT) Physical Fixed Price Monthly,2301,XWF,XWF,,,OTC Natural Gas,TGTZ1 MOPhysGas,NGX,IEPA,,,,,,
TGT Zone 1 (FT) Physical Gas Daily Spot,2306,XWG,XWG,,,OTC Natural Gas,TGTZ1 SPPhysGas,NGX,IEPA,,,,,,
TGT Zone 1 (FT) Physical Gas Daily Monthly,2304,XWH,XWH,,,OTC Natural Gas,TGTZ1 MOPhysGas,NGX,IEPA,,,,,,
GTN Stanfield Physical Fixed Price Spot,2364,XWQ,XWQ,,,OTC Natural Gas,GTNS SP PhysGas,NGX,IEPA,,,,,,
GTN Stanfield Physical Fixed Price Monthly,2362,XWR,XWR,,,OTC Natural Gas,GTNS MO PhysGas,NGX,IEPA,,,,,,
GTN Stanfield Physical Gas Daily Spot,2367,XWS,XWS,,,OTC Natural Gas,GTNS SP PhysGas,NGX,IEPA,,,,,,
GTN Stanfield Physical Gas Daily Monthly,2365,XWT,XWT,,,OTC Natural Gas,GTNS MO PhysGas,NGX,IEPA,,,,,,
OGT Physical Fixed Price Spot,3210,XWX,XWX,,,OTC Natural Gas,OGT SPPhysGas,NGX,IEPA,,,,,,
OGT Physical Fixed Price Monthly,3208,XWY,XWY,,,OTC Natural Gas,OGT MOPhysGas,NGX,IEPA,,,,,,
OGT Physical Gas Daily Spot,3213,XWZ,XWZ,,,OTC Natural Gas,OGT SPPhysGas,NGX,IEPA,,,,,,
OGT Physical Gas Daily Monthly,3211,XXA,XXA,,,OTC Natural Gas,OGT MOPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 North Physical Fixed Price Spot,3202,XXD,XXD,,,OTC Natural Gas,TGPZN SPPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 North Physical Fixed Price Monthly,3200,XXE,XXE,,,OTC Natural Gas,TGPZN MOPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 North Physical Gas Daily Spot,3205,XXF,XXF,,,OTC Natural Gas,TGPZN SPPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 North Physical Gas Daily Monthly,3203,XXG,XXG,,,OTC Natural Gas,TGPZN MOPhysGas,NGX,IEPA,,,,,,
CEGT Flex Physical Fixed Price Spot,2438,XXJ,XXJ,,,OTC Natural Gas,CEGT SP PhysGas,NGX,IEPA,,,,,,
CEGT Flex Physical Fixed Price Monthly,2436,XXK,XXK,,,OTC Natural Gas,CEGT MO PhysGas,NGX,IEPA,,,,,,
CEGT Flex Physical Gas Daily Spot,2441,XXL,XXL,,,OTC Natural Gas,CEGT SP PhysGas,NGX,IEPA,,,,,,
CEGT Flex Physical Gas Daily Monthly,2439,XXM,XXM,,,OTC Natural Gas,CEGT MO PhysGas,NGX,IEPA,,,,,,
Opal Physical Fixed Price Spot,2651,XXP,XXP,,,OTC Natural Gas,Opal SP PhysGas,NGX,IEPA,,,,,,
Opal Physical Fixed Price Monthly,2649,XXQ,XXQ,,,OTC Natural Gas,Opal MO PhysGas,NGX,IEPA,,,,,,
Opal Physical Gas Daily Spot,2654,XXR,XXR,,,OTC Natural Gas,Opal SP PhysGas,NGX,IEPA,,,,,,
Opal Physical Gas Daily Monthly,2652,XXS,XXS,,,OTC Natural Gas,Opal MO PhysGas,NGX,IEPA,,,,,,
Oasis Waha Pool Physical Fixed Price Spot,2884,XYT,XYT,,,OTC Natural Gas,OW SP PhysGas,NGX,IEPA,,,,,,
Oasis Waha Pool Physical Fixed Price Monthly,2882,XYU,XYU,,,OTC Natural Gas,OW MO PhysGas,NGX,IEPA,,,,,,
Oasis Waha Pool Physical Gas Daily Spot,2887,XYV,XYV,,,OTC Natural Gas,OW SP PhysGas,NGX,IEPA,,,,,,
Oasis Waha Pool Physical Gas Daily Monthly,2885,XYW,XYW,,,OTC Natural Gas,OW MO PhysGas,NGX,IEPA,,,,,,
HSC HPL Pool Physical Fixed Price Spot,2876,XYZ,XYZ,,,OTC Natural Gas,HSC SP PhysGas,NGX,IEPA,,,,,,
HSC HPL Pool Physical Fixed Price Monthly,2874,XZA,XZA,,,OTC Natural Gas,HSC MO PhysGas,NGX,IEPA,,,,,,
HSC HPL Pool Physical Gas Daily Spot,2879,XZB,XZB,,,OTC Natural Gas,HSC SP PhysGas,NGX,IEPA,,,,,,
HSC HPL Pool Physical Gas Daily Monthly,2877,XZC,XZC,,,OTC Natural Gas,HSC MO PhysGas,NGX,IEPA,,,,,,
TGP Zone 0 South Physical Fixed Price Spot,2973,XZF,XZF,,,OTC Natural Gas,TGPZS SPPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 South Physical Fixed Price Monthly,2971,XZG,XZG,,,OTC Natural Gas,TGPZS MOPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 South Physical Gas Daily Spot,2976,XZH,XZH,,,OTC Natural Gas,TGPZS SPPhysGas,NGX,IEPA,,,,,,
TGP Zone 0 South Physical Gas Daily Monthly,2974,XZI,XZI,,,OTC Natural Gas,TGPZS MOPhysGas,NGX,IEPA,,,,,,
ANR SW (Oklahoma) Physical Fixed Price Spot,2981,XZL,XZL,,,OTC Natural Gas,ANRSW SPPhysGas,NGX,IEPA,,,,,,
ANR SW (Oklahoma) Physical Fixed Price Monthly,2979,XZM,XZM,,,OTC Natural Gas,ANRSW MOPhysGas,NGX,IEPA,,,,,,
ANR SW (Oklahoma) Physical Gas Daily Spot,2984,XZN,XZN,,,OTC Natural Gas,ANRSW SPPhysGas,NGX,IEPA,,,,,,
ANR SW (Oklahoma) Physical Gas Daily Monthly,2982,XZO,XZO,,,OTC Natural Gas,ANRSW MOPhysGas,NGX,IEPA,,,,,,
ICE UK Base Electricity Futures,298,Y,BPM,3A,P640,Electricity,IPE Baseld. EFA,ICEU,IFEU,,,,,,
Cross Currency Pairs Australian Dollar/Japanese Yen Futures,774,YA,YA ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Euro Currency Pairs Euro/South African Rand Futures,804,YZ,YZ ,,,Currency,FOREX,ICUS,IFUS,,,,,,
NYISO Zone C Day-Ahead Peak Fixed Price Future,3064,ZCB,ZCB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
NYISO Zone C Day-Ahead Off-Peak Fixed Price Future,3068,ZCD,ZCD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
NYISO Zone F Day-Ahead Peak Fixed Price Future,3065,ZFB,ZFB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
NYISO Zone F Day-Ahead Off-Peak Fixed Price Future,3069,ZFD,ZFD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
"Iso Butane, OPIS Mt. Belvieu TET, Fixed Price Future (Balmo)",2525,ZHF-ZIJ,ISQ,,,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
Cross Currency Pairs New Zealand Dollar/Japanese Yen Futures,835,ZJ,ZJ ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Dollar Based Currency Pairs US Dollar/S.African Rand,867,ZR,ZR ,,,Currency,FOREX,ICUS,IFUS,,,,,,
TGT Zone SL (FT) Basis Future ,1882,ZSL,ZSL,A0,SN10,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Zone 6 (NY) Swing Future,473,ZSS,ZSS,YX,QM81,Natural Gas,Swing Master,ICEU,IFED,,,,,,
